indice;maior_atraso ;margem_bruta_acumulada;prazo_medio_recebimento_vendas;titulos_em_aberto;diferenca_percentual_risco;percentualRisco;faturamento_bruto;margem_bruta;periodo_demonstrativo_em_meses;custos;ano_fundacao;capital_social;score_pontualidade;risco_baixo;risco_medio;risco_muito_baixo;grupo
3978;4;6.247.772.648;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;1853291;368155;12;1485136;2014;20000;1;1;0;0;2
3979;2;6.334.070.287;0;0.0;9.107.142.857.142.850;892.857.142.857.142;1977737;0;12;0;2001;2600000;1;0;0;1;0
3980;6;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
3981;6;0.0;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;171045;0;12;0;2018;50000;0;0;1;0;1
3982;0;4.168.647.751;0;0.0;5.178.571.428.571.420;4.821.428.571.428.570;5143077;2598467;12;2544610;2016;150000;1;0;1;0;1
3983;24;2.646.673.902;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;3325160;869496;12;2455664;2015;600000;0;1;0;0;2
3984;34;8.257.523.148;18;22257.71;5.892.857.142.857.140;4.107.142.857.142.850;460055;0;12;0;2010;80000;1;0;1;0;1
3985;4;5.436.747.955;39;706540.0;0.75;2.499.999.999.999.990;3652617;1940180;12;1712437;2018;95400;1;1;0;0;2
3986;0;28.501.594.199.999.900;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;1245473;0;7;0;2009;75000;1;1;0;0;2
3987;0;0.0;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;0;0;1;0;2009;400000;0;1;0;0;2
3988;3;4.576.666.993;0;0.0;625;375;0;0;1;0;2008;78800;1;0;1;0;1
3989;21;6.862.479.909;295;18366.48;4.285.714.285.714.280;5.714.285.714.285.710;1165751;396829;12;768922;2016;99800;1;0;0;0;1
3990;0;36.902.845.240.000.000;0;0.0;0.75;2.499.999.999.999.990;5257468;1322142;12;3935326;2015;78800;1;1;0;0;2
3991;6;47.769.577.700.000.000;41;5057.4;8.571.428.571.428.570;1.428.571.428.571.420;1673287;0;12;0;2006;15000;1;1;0;0;2
3992;28;5.420.715.764;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;1375056;0;12;0;2014;60000;1;1;0;0;2
3993;21;0.0;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;2296739;0;12;0;1975;100000;0;0;1;0;1
3994;3;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
3995;98;6.054.713.933;0;0.0;6.607.142.857.142.850;3.392.857.142.857.140;1148304;0;12;0;2012;62200;0;0;1;0;1
3996;105;2.730.283.729;11;2040.0;5.535.714.285.714.280;4.464.285.714.285.710;9496315;-29803;12;9526118;2006;500000;0;0;1;0;1
3997;22;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
3998;259;5.213.125.099;36;41582.3;6.964.285.714.285.710;3.035.714.285.714.280;4020321;3025183;12;995138;1982;300000;0;1;0;0;2
3999;22;0.0;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;203012837;68738936;12;134273901;1978;7000000;0;1;0;0;2
4000;25;35.769.230.770.000.000;48;183947.84;0.75;0.25;12794141;4751905;12;8042236;2010;100000;0;1;0;0;2
4001;2;3.078.937.009;0;0.0;0.75;2.499.999.999.999.990;954617;66250;12;888367;1999;100000;1;1;0;0;2
4002;3;3.740.398.853;86;25409.5;9.107.142.857.142.850;892.857.142.857.142;25809381;9127253;12;16682128;2007;200000;1;0;0;1;0
4003;7;6.946.318.344;14;2918.75;8.928.571.428.571.420;1.071.428.571.428.570;2359674;0;12;0;1998;10000;1;0;0;1;0
4004;3;42.972.117.270.000.000;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;545680;72806;12;472874;2019;100000;1;0;1;0;1
4005;5;4.050.872.901;52;46501.19;6.964.285.714.285.710;3.035.714.285.714.280;233846;175026;12;58820;2002;300000;1;1;0;0;2
4006;0;41.315.802.659.999.900;0;0.0;7.857.142.857.142.850;2.142.857.142.857.140;352106;0;12;0;2012;60000;1;1;0;0;2
4007;82;5.176.141.703;0;0.0;3.392.857.142.857.140;6.607.142.857.142.850;1326867;0;12;0;2018;96000;1;0;0;0;1
4008;2;0.0;0;0.0;7.678.571.428.571.420;2.321.428.571.428.570;224662;0;6;0;2012;150000;0;1;0;0;2
4009;22;0.0;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;203012837;68738936;12;134273901;1978;7000000;0;1;0;0;2
4010;3;5.853.558.289.999.990;0;0.0;875;125;2352393;0;12;0;2014;90000;1;1;0;0;2
4011;10;3.300.473.189;18;10244.8;9.107.142.857.142.850;892.857.142.857.142;8571039;0;12;0;1986;140000;1;0;0;1;0
4012;20;3.207.537.313;19;2680.0;6.607.142.857.142.850;3.392.857.142.857.140;4788557;1915423;12;2873134;2015;100000;0;0;1;0;1
4013;0;0.0;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;2242328;0;12;0;2006;10000;0;1;0;0;2
4014;4;5.277.353.397;0;0.0;9.107.142.857.142.850;892.857.142.857.142;8739359;5838798;12;2900561;1999;450000;0;0;0;1;0
4015;4;5.277.353.397;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
4016;0;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
4017;2;7.015.738.964;0;0.0;625;375;450996;0;12;0;2018;100000;1;0;1;0;1
4018;0;36.050.463.439.999.900;84;8870.4;9.642.857.142.857.140;357.142.857.142.857;6834603;3131841;12;3702762;1994;10000;1;0;0;1;0
4019;3;5.672.013.598;11;1561.98;6.428.571.428.571.420;3.571.428.571.428.570;1314708;0;12;0;2015;100000;1;0;1;0;1
4020;4;5.213.527.664.000.000;0;0.0;9.642.857.142.857.140;357.142.857.142.857;2970327;1038992;12;1931335;2009;100000;1;0;0;1;0
4021;5;6.400.887.702;0;6900.0;0.75;0.25;4961003;0;12;0;2012;150000;0;1;0;0;2
4022;0;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
4023;0;6.699.567.901;0;0.0;8.928.571.428.571.420;1.071.428.571.428.570;939315;329848;12;609467;2010;40000;1;0;0;1;0
4024;5;3.385.694.321;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;1151674;0;12;0;2013;30000;1;0;1;0;1
4025;0;4.679.269.506;0;0.0;0.75;0.25;1353458;0;5;0;2008;99800;1;1;0;0;2
4026;8;428.657.209;6;28862.81;7.857.142.857.142.850;2.142.857.142.857.140;1881447;1423064;7;458383;2019;150000;1;1;0;0;2
4027;0;4.985.012.381;0;0.0;0.75;0.25;1141025;0;12;0;2003;90000;1;1;0;0;2
4028;0;6.328.806.954.999.990;0;0.0;875;125;17487839;0;12;0;1997;30000;1;1;0;0;2
4029;0;0.0;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;1330781;0;12;0;2016;100000;0;0;1;0;1
4030;51;5.954.292.225;0;0.0;8.928.571.428.571.420;1.071.428.571.428.570;129438771;84562606;12;44876165;1984;6000000;0;0;0;1;0
4031;0;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
4032;27;5.835.030.858;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
4033;0;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
4034;27;5.835.030.858;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;6106881;0;12;0;2007;100000;1;1;0;0;2
4035;15;0.0;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;1575261;0;12;0;2010;80000;0;1;0;0;2
4036;0;0.0;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;0;0;2;0;2001;0;0;1;0;0;2
4037;2;6.554.571.964;0;6920.0;875;125;52045113;0;12;0;1987;3750000;1;1;0;0;2
4038;27;3.152.892.457;0;8841.6;8.928.571.428.571.420;1.071.428.571.428.570;750000;0;3;0;2008;100000;0;0;0;1;0
4039;5;6.010.166.008;0;0.0;9.642.857.142.857.140;357.142.857.142.857;387672746;114177949;3;273494797;2004;19000000;0;0;0;1;0
4040;3;4.024.820.107;0;2794.4;0.75;0.25;1623285;0;6;0;2019;100000;1;1;0;0;2
4041;3;4.024.820.107;0;2794.4;0.75;0.25;1623285;0;6;0;2019;100000;1;1;0;0;2
4042;3;5.536.524.064;225;3740.0;6.428.571.428.571.420;3.571.428.571.428.570;334919;0;12;0;2004;10000;1;0;1;0;1
4043;5;4.123.162.857;0;20797.0;0.75;2.499.999.999.999.990;5978172;0;12;0;2018;200000;1;1;0;0;2
4044;43;3.700.701.446;0;2480.0;8.035.714.285.714.280;1.964.285.714.285.710;2300978;0;12;0;2005;60000;1;1;0;0;2
4045;27;37.702.363.409.999.900;67;387169.99;6.428.571.428.571.420;3.571.428.571.428.570;26118681;7470535;12;18648146;2017;390000;1;0;1;0;1
4046;629;3.560.265.219;0;0.0;8.392.857.142.857.140;1.607.142.857.142.850;3733211;0;12;0;2002;20000;1;1;0;0;2
4047;36;4.250.424.607;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;3448717;3291530;12;157187;2006;100000;1;1;0;0;2
4048;168;4.298.119.122;74;23868.8;5.892.857.142.857.140;4.107.142.857.142.850;0;0;1;0;2000;11011313;0;0;1;0;1
4049;4;2.056.178.239;0;0.0;9.464.285.714.285.710;535.714.285.714.285;8833287;2048222;12;6785065;2013;587590;1;0;0;1;0
4050;23;3.297.961.267;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;20052539;3766634;12;16285905;2014;1500000;0;0;1;0;1
4051;13;3.040.172.091;0;0.0;6.071.428.571.428.570;3.928.571.428.571.420;0;0;1;0;2000;60000;1;0;1;0;1
4052;3;364.655.064;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;34144880;0;12;0;2000;9077421;1;1;0;0;2
4053;3;4.024.820.107;0;2794.4;0.75;0.25;1623285;0;6;0;2019;100000;1;1;0;0;2
4054;0;0.0;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;361138;0;12;0;1994;10000;1;1;0;0;2
4055;324;2.542.421.878;0;0.0;4.642.857.142.857.140;5.357.142.857.142.850;802277;0;12;0;2017;400000;1;0;0;0;1
4056;18;627.505.787;24;34920.0;0.5;4.999.999.999.999.990;158431;0;3;0;2018;95400;1;0;1;0;1
4057;8;5.741.542.772;3;40293.08;6.428.571.428.571.420;3.571.428.571.428.570;199951733;118469350;12;81482383;2015;1000000;0;0;1;0;1
4058;4;4.489.867.102;0;7815.55;9.107.142.857.142.850;892.857.142.857.142;2894318;1074905;12;1819413;2002;200000;1;0;0;1;0
4059;18;4.277.121.236;53;254809.13;8.571.428.571.428.570;1.428.571.428.571.420;19403369;7719052;12;11684317;2006;106000;0;1;0;0;2
4060;76;6.142.713.193;0;0.0;6.607.142.857.142.850;3.392.857.142.857.140;2786636;0;12;0;2016;20000;0;0;1;0;1
4061;17;3.594.557.077;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
4062;7;9.699.015.890.000.000;21;31500.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
4063;7;9.699.015.890.000.000;21;31500.0;5.357.142.857.142.850;4.642.857.142.857.140;8151850;3378866;12;4772984;1997;100000;1;0;1;0;1
4064;17;3.594.557.077;0;0.0;6.785.714.285.714.280;3.214.285.714.285.710;4344298;1292550;12;3051748;1991;400000;1;0;1;0;1
4065;168;4.298.119.122;74;23868.8;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
4066;3;3.257.212.021;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;1034969;0;12;0;2016;50000;1;0;1;0;1
4067;3;5.646.507.050.999.990;103;24224.33;8.035.714.285.714.280;1.964.285.714.285.710;10723354;10723354;12;0;1995;150000;1;1;0;0;2
4068;3;5.646.507.050.999.990;103;24224.33;8.035.714.285.714.280;1.964.285.714.285.710;10723354;10723354;12;0;1995;150000;1;1;0;0;2
4069;11;3.952.039.906;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;0;0;1;0;2011;125000;1;1;0;0;2
4070;3;5.215.273.429.999.990;39;205163.37;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
4071;30;316.048.996;32;8300.0;5.178.571.428.571.420;4.821.428.571.428.570;11753319;4543390;12;7209929;2017;100000;1;0;1;0;1
4072;3;0.0;0;0.0;8.214.285.714.285.710;1.785.714.285.714.280;2066330000;781367000;12;1284963000;1995;6792500;0;1;0;0;3
4073;3;5.215.273.429.999.990;39;205163.37;8.571.428.571.428.570;1.428.571.428.571.420;298054375;91070192;12;206984183;2018;40200000;1;1;0;0;2
4074;168;6.059.192.308;74;5850.0;6.607.142.857.142.850;3.392.857.142.857.140;4425171;0;12;0;2006;250000;0;0;1;0;1
4075;5;4.123.162.857;0;20797.0;0.75;2.499.999.999.999.990;5978172;0;12;0;2018;200000;1;1;0;0;2
4076;4;44.972.909.310.000.000;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;0;0;1;0;1978;29000000;0;1;0;0;2
4077;5;6.139.476.892;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;14942300;5455181;12;9487119;1996;40000;1;1;0;0;2
4078;18;627.505.787;24;34920.0;0.5;4.999.999.999.999.990;158431;0;3;0;2018;95400;1;0;1;0;1
4079;0;41.832.209.740.000.000;90;10228.23;8.035.714.285.714.280;1.964.285.714.285.710;10741502;3185247;12;7556255;2000;560000;1;1;0;0;2
4080;3;3.900.405.755;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
4081;0;3.156.109.047;0;0.0;9.107.142.857.142.850;892.857.142.857.142;7504363;2701509;12;4802854;2001;15000;1;0;0;1;0
4082;3;2.458.623.853;0;0.0;625;375;6757321;0;12;0;2018;100000;1;0;1;0;1
4083;91;3.831.393.429;165;362410.6;875;125;116830799;26774722;12;90056077;2003;2000000;0;1;0;0;2
4084;22;3.769.695.607;47;5749.25;6.607.142.857.142.850;3.392.857.142.857.140;2866733;0;12;0;1999;100000;1;0;1;0;1
4085;6;370.447.995;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;14062790;4875740;12;9187050;2012;400000;1;1;0;0;2
4086;13;5.430.809.805;28;18605.3;8.035.714.285.714.280;1.964.285.714.285.710;4287611;1059993;12;3227618;1997;800000;1;1;0;0;2
4087;6;6.047.323.718;0;0.0;0.75;0.25;2298078;0;12;0;1997;100000;0;1;0;0;2
4088;6;3.170.871.253;0;0.0;5.178.571.428.571.420;4.821.428.571.428.570;181705;113797;12;67908;2018;104000;1;0;1;0;1
4089;0;602.029.017;0;0.0;0.75;2.499.999.999.999.990;407559;75064;12;332495;2016;95400;1;1;0;0;2
4090;8;5.992.363.045;0;6700.0;3.928.571.428.571.420;6.071.428.571.428.570;1444346;0;12;0;2016;140000;1;0;0;0;1
4091;0;4.850.723.004;0;0.0;6.785.714.285.714.280;3.214.285.714.285.710;170374;0;12;0;2019;50000;1;0;1;0;1
4092;11;5.329.602.403;0;0.0;7.499.999.999.999.990;0.25;1694428;0;12;0;2010;100000;1;1;0;0;2
4093;9;47.886.563.950.000.000;34;113370.0;0.75;0.25;44276940;19550284;12;24726656;2006;2897000;1;1;0;0;2
4094;43;43.132.135.829.999.900;31;8228.36;8.392.857.142.857.140;1.607.142.857.142.850;41228353;27467100;12;13761253;2006;2100000;0;1;0;0;2
4095;0;0.0;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;3256381;0;12;0;2012;10000;0;1;0;0;2
4096;3;3.900.405.755;0;0.0;9.107.142.857.142.850;892.857.142.857.142;90435666;19070745;12;71364921;2000;850000;0;0;0;1;0
4097;38;3.179.398.827;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;314363;0;12;0;2011;5000;0;0;1;0;1
4098;3;4.389.350.443;0;42879.29;9.642.857.142.857.140;357.142.857.142.857;73827926;18224430;12;55603496;1993;100000;1;0;0;1;0
4099;5;5.630.928.823;3;55199.84;6.428.571.428.571.420;3.571.428.571.428.570;9382621;0;12;0;2017;0;1;0;1;0;1
4100;18;4.277.121.236;53;254809.13;8.571.428.571.428.570;1.428.571.428.571.420;17623476;6950360;7;10673116;2006;106000;0;1;0;0;2
4101;3;3.004.634.868;53;2590.0;8.392.857.142.857.140;1.607.142.857.142.850;1950515;1088352;12;862163;2005;120000;1;1;0;0;2
4102;3;103.023.356;0;0.0;9.107.142.857.142.850;892.857.142.857.142;22145492;8710983;12;13434509;2007;50000;1;0;0;1;0
4103;0;0.0;0;0.0;8.928.571.428.571.420;1.071.428.571.428.570;1523427000;779788000;12;743639000;1966;440077657;0;0;0;1;3
4104;13;5.430.809.805;28;18605.3;8.035.714.285.714.280;1.964.285.714.285.710;4287611;1059993;12;3227618;1997;800000;1;1;0;0;2
4105;10;46.049.157.049.999.900;32;9978.0;8.035.714.285.714.280;1.964.285.714.285.710;5521870;0;12;0;1983;50000;1;1;0;0;2
4106;4;0.0;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;72842747;22867142;12;49975605;2015;1500000;0;1;0;0;2
4107;3;46.028.444.890.000.000;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
4108;3;46.028.444.890.000.000;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
4109;53;3.583.783.697;51;1985132.91;0.75;0.25;79941043;30280666;12;49660377;1991;500000;0;1;0;0;2
4110;6;3.170.871.253;0;0.0;625;3.749.999.999.999.990;18875261;0;12;0;2018;104000;1;0;1;0;1
4111;0;6.540.334.625;34;173066.67;8.571.428.571.428.570;1.428.571.428.571.420;40688088;22929150;6;17758938;2018;6000000;1;1;0;0;2
4112;23;46.935.087.740.000.000;116;214793.66;8.214.285.714.285.710;1.785.714.285.714.280;33453829;14154215;12;19299614;1997;750000;1;1;0;0;2
4113;3;3.198.830.252;0;0.0;0.75;0.25;993749;0;12;0;1995;4500;1;1;0;0;2
4114;155;5.198.473.781;114;420000.0;8.928.571.428.571.420;1.071.428.571.428.570;91003927;37742370;12;53261557;1969;5000000;0;0;0;1;0
4115;0;2.668.652.632;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;1950186;0;12;0;2019;80000;1;1;0;0;2
4116;7;1.935.722.007;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;185354700;0;12;0;2004;10000;0;1;0;0;2
4117;25;37.167.603.340.000.000;63;176480.0;0.75;0.25;12123699;3323523;12;8800176;2008;0;1;1;0;0;2
4118;0;35.227.931.030.000.000;0;0.0;6.785.714.285.714.280;3.214.285.714.285.710;5813248;0;12;0;2015;229000;1;0;1;0;1
4119;23;46.935.087.740.000.000;116;214793.66;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
4120;0;0.0;0;0.0;6.607.142.857.142.850;3.392.857.142.857.140;0;0;1;0;2002;24890730;0;0;1;0;1
4121;5;4.123.162.857;0;20797.0;6.964.285.714.285.710;3.035.714.285.714.280;4515753;-2846171;12;7361924;2018;200000;1;1;0;0;2
4122;22;6.493.063.622.999.990;87;4560.0;8.035.714.285.714.280;1.964.285.714.285.710;3876291;0;12;0;2011;100000;1;1;0;0;2
4123;25;5.977.435.897;41;11895.0;875;125;8418956;4335145;12;4083811;1981;1000000;0;1;0;0;2
4124;19;0.0;0;0.0;7.857.142.857.142.850;2.142.857.142.857.140;485579;0;4;0;2011;10000;0;1;0;0;2
4125;0;279.896.296;0;0.0;7.678.571.428.571.420;2.321.428.571.428.570;857464;846544;12;10920;2015;80000;1;1;0;0;2
4126;18;536.226.416;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;778679;0;12;0;2008;5000000;1;0;1;0;1
4127;0;3.324.044.459;133;11440.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
4128;0;4.077.435.059;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;25203582;0;12;0;2006;500000;1;1;0;0;2
4129;47;0.0;0;0.0;6.785.714.285.714.280;3.214.285.714.285.710;98884390;30148995;12;68735395;2010;3000000;0;0;1;0;1
4130;0;0.0;0;0.0;1.0;0.0;4834558;2560050;12;2274508;1996;1290000;0;0;0;1;0
4131;3;4.621.624.103;9;2100.0;0.75;0.25;1672570;872715;12;799855;2015;150000;1;1;0;0;2
4132;14;39.866.372.299.999.900;49;32886.49;7.142.857.142.857.140;2.857.142.857.142.850;35373571;0;12;0;2007;118000;1;1;0;0;2
4133;0;677.803.913;0;0.0;0.75;0.25;1683505;1311416;12;372089;2014;95400;1;1;0;0;2
4134;3;5.462.081.561;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;61815316;0;12;0;2000;1615000;1;1;0;0;2
4135;23;3.347.945.884;37;1400.0;6.964.285.714.285.710;3.035.714.285.714.280;554401;0;6;0;2009;500000;1;1;0;0;2
4136;27;29.222.112.100.000.000;0;4133.34;9.107.142.857.142.850;892.857.142.857.142;42475939;20802033;12;21673906;1979;1500000;1;0;0;1;0
4137;9;6.533.681.481;723;513580.14;6.428.571.428.571.420;3.571.428.571.428.570;56858056;24111638;12;32746418;2015;99800;0;0;1;0;1
4138;2;5.504.546.178;41;52769.6;0.75;2.499.999.999.999.990;1217013;593890;9;623123;2019;500000;1;1;0;0;2
4139;4;3.794.353.822;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;11304885;6402872;12;4902013;2013;250000;1;1;0;0;2
4140;28;0.0;0;0.0;5.535.714.285.714.280;4.464.285.714.285.710;518938;0;3;0;2017;93700;0;0;1;0;1
4141;3;5.775.383.164;0;1157142.87;9.464.285.714.285.710;535.714.285.714.285;101691886;34173612;12;67518274;2002;250000;1;0;0;1;0
4142;86;5.169.767.769;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;4011136;2055629;12;1955507;2012;100000;1;1;0;0;2
4143;4;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
4144;0;118.661.029;0;0.0;8.392.857.142.857.140;1.607.142.857.142.850;964413;0;5;0;1999;50000;1;1;0;0;2
4145;4;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;13620715;7685998;12;5934717;2010;1000000;0;1;0;0;2
4146;5;4.169.420.833;10;5297.34;6.964.285.714.285.710;3.035.714.285.714.280;3795623;2884296;12;911327;2016;95000;1;1;0;0;2
4147;22;5.577.392.434;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
4148;4;3.483.423.131;0;0.0;9.107.142.857.142.850;892.857.142.857.142;97107584;44991280;12;52116304;1991;5400000;1;0;0;1;0
4149;0;6.493.551.247;0;0.0;9.107.142.857.142.850;892.857.142.857.142;462250912;243928873;12;218322039;2010;60000;1;0;0;1;0
4150;2;393.685.733;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;1834402;753648;12;1080754;2014;95400;1;1;0;0;2
4151;0;0.0;0;0.0;7.857.142.857.142.850;2.142.857.142.857.140;128032382;0;12;0;2002;24890730;0;1;0;0;2
4152;2;3.464.696.429;231;5600.0;9.107.142.857.142.850;892.857.142.857.142;3556127;1831825;12;1724302;2002;100000;1;0;0;1;0
4153;0;3.324.044.459;133;11440.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
4154;140;3.650.806.472;167;99916.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
4155;140;3.650.806.472;167;99916.0;6.964.285.714.285.710;3.035.714.285.714.280;10620990;0;12;0;2012;300000;0;1;0;0;2
4156;6;0.0;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;1060364;0;12;0;2013;100000;0;0;1;0;1
4157;0;5.662.736.281;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;4123342;0;12;0;2006;30000;1;1;0;0;2
4158;3;4.264.550.397;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;2820522;0;12;0;2005;300000;1;1;0;0;2
4159;2;5.504.546.178;41;52769.6;0.75;2.499.999.999.999.990;1217013;593890;9;623123;2019;500000;1;1;0;0;2
4160;0;4.116.692.394;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;3462676;0;12;0;1988;200000;1;1;0;0;2
4161;0;0.0;0;0.0;9.285.714.285.714.280;714.285.714.285.714;14340598;2591928;12;11748670;2008;120000;0;0;0;1;0
4162;4;5.318.418.028.999.990;0;0.0;0.75;0.25;2189537;0;12;0;2010;99800;1;1;0;0;2
4163;38;4.108.242.018;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;2284684;0;12;0;1992;3000;1;1;0;0;2
4164;0;6.511.511.999;5;14993.0;5.357.142.857.142.850;4.642.857.142.857.140;1031762;934513;12;97249;2000;100000;1;0;1;0;1
4165;2;5.036.020.997;27;9470.0;0.75;0.25;6631678;0;12;0;2008;200000;1;1;0;0;2
4166;4;0.0;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;1499290;505856;6;993434;2017;100000;0;1;0;0;2
4167;0;3.324.044.459;133;11440.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
4168;0;3.324.044.459;133;11440.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
4169;0;3.324.044.459;133;11440.0;8.392.857.142.857.140;1.607.142.857.142.850;2148166;660565;12;1487601;2013;200000;1;1;0;0;2
4170;4;2.056.178.239;0;0.0;9.464.285.714.285.710;535.714.285.714.285;8833287;2048222;12;6785065;2013;587590;1;0;0;1;0
4171;0;4.506.041.222;0;0.0;6.785.714.285.714.280;3.214.285.714.285.710;30271;30271;1;0;2020;15000;1;0;1;0;1
4172;20;4.132.981.729;0;0.0;0.5;4.999.999.999.999.990;295474;169819;12;125655;2018;30000;1;0;1;0;1
4173;3;33.940.651.299.999.900;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;3143123;0;12;0;2011;5000;1;1;0;0;2
4174;21;2.424.245.963;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;0;0;1;0;1981;99800;1;0;1;0;1
4175;23;4.483.510.729;0;0.0;0.75;0.25;382300;191150;12;191150;2011;140000;1;1;0;0;2
4176;30;316.048.996;32;8300.0;5.178.571.428.571.420;4.821.428.571.428.570;11753319;4543390;12;7209929;2017;100000;1;0;1;0;1
4177;6;6.438.311.032;46;13480.0;6.428.571.428.571.420;3.571.428.571.428.570;1339251;0;12;0;2010;500000;1;0;1;0;1
4178;0;0.0;0;0.0;9.464.285.714.285.710;535.714.285.714.285;201782206;38274035;12;163508171;1973;0;0;0;0;1;0
4179;0;5.121.195.341;220;129146.0;8.928.571.428.571.420;1.071.428.571.428.570;279279000;60302000;12;218977000;1998;27086664;1;0;0;1;0
4180;3;4.418.016.071;21;1839.95;5.357.142.857.142.850;4.642.857.142.857.140;618847;0;12;0;2019;99800;1;0;1;0;1
4181;3;5.215.273.429.999.990;39;205163.37;8.035.714.285.714.280;1.964.285.714.285.710;215155533;68069316;12;147086217;2018;40200000;1;1;0;0;2
4182;32;37.875.032.159.999.900;38;537860.61;6.964.285.714.285.710;3.035.714.285.714.280;7848906;1268634;1;6580272;2010;500000;0;1;0;0;2
4183;4;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;13620715;7685998;12;5934717;2010;1000000;0;1;0;0;2
4184;0;0.0;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;35200469;0;12;0;1991;1000000;0;1;0;0;2
4185;24;4.849.939.948;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;6137470;2296995;12;3840475;2000;50000;1;0;1;0;1
