indice;maior_atraso ;margem_bruta_acumulada;prazo_medio_recebimento_vendas;titulos_em_aberto;diferenca_percentual_risco;percentualRisco;faturamento_bruto;margem_bruta;periodo_demonstrativo_em_meses;custos;ano_fundacao;capital_social;score_pontualidade;risco_baixo;risco_medio;risco_muito_baixo;grupo
3775;3;4.024.820.107;0;2794.4;0.75;0.25;1623285;0;6;0;2019;100000;1;1;0;0;2
3776;57;1.877.488.153;0;0.0;5.178.571.428.571.420;4.821.428.571.428.570;1147373;1095075;12;52298;2013;80000;0;0;1;0;1
3777;4;4.145.521.471;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;2616824;0;12;0;2011;50000;0;1;0;0;2
3778;0;5.166.957.024.000.000;0;0.0;7.857.142.857.142.850;2.142.857.142.857.140;6299527;0;12;0;1997;150000;1;1;0;0;2
3779;0;44.143.875.060.000.000;32;2568.29;0.75;0.25;22440041;0;12;0;2019;150000;1;1;0;0;2
3780;2;1.331.797.028;0;0.0;5.714.285.714.285.710;4.285.714.285.714.280;280034;82438;12;197596;2017;95000;1;0;1;0;1
3781;27;0.0;0;0.0;5.535.714.285.714.280;4.464.285.714.285.710;496968;243515;12;253453;2018;20000;0;0;1;0;1
3782;14;44.331.047.240.000.000;0;0.0;4.642.857.142.857.140;5.357.142.857.142.850;401000;0;11;0;2019;400000;1;0;0;0;1
3783;19;4.798.450.253;41;8880.0;0.5;4.999.999.999.999.990;808000;0;12;0;2018;95700;1;0;1;0;1
3784;150;3.364.379.343;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;12160799;7368499;12;4792300;2007;500000;0;1;0;0;2
3785;25;35.769.230.770.000.000;48;183947.84;0.75;0.25;12794141;4624334;12;8169807;2010;100000;0;1;0;0;2
3786;20;2.727.318.402;0;0.0;625;375;3799042;1482413;12;2316629;2013;300000;1;0;1;0;1
3787;21;1.968.734.375;0;0.0;9.107.142.857.142.850;892.857.142.857.142;13213034;4156288;12;9056746;1992;1500000;1;0;0;1;0
3788;20;2.727.318.402;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
3789;19;0.0;0;0.0;6.071.428.571.428.570;3.928.571.428.571.420;3818990;0;6;0;2004;200000;0;0;1;0;1
3790;7;40.691.847.630.000.000;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;53469855;0;12;0;2001;300000;1;1;0;0;2
3791;4;4.303.991.881;0;0.0;0.75;0.25;3025854;0;12;0;2012;80000;0;1;0;0;2
3792;23;3.632.365.669;25;2266.67;7.678.571.428.571.420;2.321.428.571.428.570;2972025;0;12;0;1989;250000;1;1;0;0;2
3793;15;0.0;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;2893910;0;3;0;2016;905000;0;0;1;0;1
3794;3;3.740.398.853;86;25409.5;9.107.142.857.142.850;892.857.142.857.142;25809381;9127253;12;16682128;2007;200000;1;0;0;1;0
3795;25;44.257.475.259.999.900;0;9769.12;6.964.285.714.285.710;3.035.714.285.714.280;3347389;0;12;0;2012;120000;0;1;0;0;2
3796;34;831.909.887;86;29333.33;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
3797;0;5.909.173.222;203;18160.0;6.964.285.714.285.710;3.035.714.285.714.280;0;0;1;0;2017;700000;1;1;0;0;2
3798;4;0.0;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;4790929;3423092;12;1367837;2017;200000;0;1;0;0;2
3799;18;4.277.121.236;53;254809.13;8.571.428.571.428.570;1.428.571.428.571.420;19403369;7719052;12;11684317;2006;106000;0;1;0;0;2
3800;95;5.177.073.295;0;0.0;4.464.285.714.285.710;5.535.714.285.714.280;1511045;0;5;0;2016;100000;0;0;0;0;1
3801;301;0.0;0;0.0;8.928.571.428.571.420;1.071.428.571.428.570;4607031;2057207;12;2549824;2003;1000000;0;0;0;1;0
3802;5;5.200.913.988;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;1765677;0;12;0;2010;10000;1;1;0;0;2
3803;0;1.808.554.281;0;0.0;9.107.142.857.142.850;892.857.142.857.142;6508633;3058385;12;3450248;2012;1000000;1;0;0;1;0
3804;275;4.106.034.347;101;46295.35;6.964.285.714.285.710;3.035.714.285.714.280;16010807;0;12;0;2004;1379949;1;1;0;0;2
3805;8;3.557.909.192;28;15672.08;8.571.428.571.428.570;1.428.571.428.571.420;12077345;8249192;10;3828153;2007;160000;0;1;0;0;2
3806;5;35.289.082.990.000.000;108;117805.62;7.857.142.857.142.850;2.142.857.142.857.140;6962550;2813034;6;4149516;2002;100000;1;1;0;0;2
3807;34;831.909.887;86;29333.33;6.964.285.714.285.710;3.035.714.285.714.280;42268194;19370277;12;22897917;2009;3800000;1;1;0;0;2
3808;6;370.447.995;0;0.0;7.678.571.428.571.420;2.321.428.571.428.570;14062790;4875740;12;9187050;2012;400000;1;1;0;0;2
3809;3;4.024.820.107;0;2794.4;0.75;0.25;1623285;0;6;0;2019;100000;1;1;0;0;2
3810;67;0.0;0;0.0;625;375;11532088;2867872;12;8664216;1999;850000;0;0;1;0;1
3811;10;44.454.382.929.999.900;64;427368.68;8.571.428.571.428.570;1.428.571.428.571.420;33849382;0;8;0;2014;1000000;0;1;0;0;2
3812;4;4.855.455.589;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;30541314;9880212;12;20661102;2012;400000;1;1;0;0;2
3813;0;4.787.325.175;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;47533;0;12;0;2019;200000;1;0;1;0;1
3814;3;5.183.337.743;0;0.0;8.392.857.142.857.140;1.607.142.857.142.850;20745936;0;12;0;2001;4000000;1;1;0;0;2
3815;6;5.578.428.231;10;73970.0;4.285.714.285.714.280;5.714.285.714.285.710;1056809;0;12;0;2017;100000;1;0;0;0;1
3816;3;0.0;0;0.0;0.75;0.25;855940;331275;12;524665;1999;100000;0;1;0;0;2
3817;8;5.260.215.928;2;2899.03;8.035.714.285.714.280;1.964.285.714.285.710;180275234;45997350;12;134277884;1992;700000;1;1;0;0;2
3818;3;5.960.567.799;0;0.0;0.75;0.25;0;0;1;0;1974;743600;1;1;0;0;2
3819;0;0.0;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;130151;98930;12;31221;2019;300000;0;1;0;0;2
3820;3;0.0;0;0.0;7.857.142.857.142.850;2.142.857.142.857.140;3570326;0;12;0;2017;1000;0;1;0;0;2
3821;0;6.919.159.692;48;2773.34;625;375;670015;0;12;0;2015;10000;1;0;1;0;1
3822;3;3.178.338.035;81;31150.67;9.642.857.142.857.140;357.142.857.142.857;12992593;5863972;12;7128621;2005;5000;1;0;0;1;0
3823;42;378.283.575;22;66500.0;8.571.428.571.428.570;1.428.571.428.571.420;81491476;30575602;12;50915874;1977;1000000;0;1;0;0;2
3824;7;4.280.845.933;17;134163.27;9.107.142.857.142.850;892.857.142.857.142;22898154;5636945;12;17261209;2000;1600000;0;0;0;1;0
3825;3;44.367.712.740.000.000;507;154941.09;9.107.142.857.142.850;892.857.142.857.142;896648067;288100210;12;608547857;2002;78600000;1;0;0;1;0
3826;4;39.995.137.420.000.000;0;0.0;9.464.285.714.285.710;535.714.285.714.285;3057044;1377360;12;1679684;2014;101000;1;0;0;1;0
3827;4;5.643.683.209;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;169845;84923;12;84922;2019;200000;1;0;1;0;1
3828;0;3.599.646.281;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;0;0;1;0;2017;93700;1;0;1;0;1
3829;3;44.367.712.740.000.000;507;154941.09;9.107.142.857.142.850;892.857.142.857.142;896648067;288100210;12;608547857;2002;78600000;1;0;0;1;0
3830;3;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
3831;7;4.280.845.933;17;134163.27;9.107.142.857.142.850;892.857.142.857.142;22898154;5636945;12;17261209;2000;1600000;0;0;0;1;0
3832;3;0.0;0;0.0;0.75;2.499.999.999.999.990;2735673;1291076;12;1444597;2015;93700;0;1;0;0;2
3833;61;3.080.736.662;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;9666235;4399095;12;5267140;2006;1000000;1;1;0;0;2
3834;3;43.987.909.560.000.000;0;0.0;0.75;0.25;442233;0;12;0;2000;8000;1;1;0;0;2
3835;4;3.794.353.822;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;11304885;6402872;12;4902013;2013;250000;1;1;0;0;2
3836;0;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;23684737;9583440;12;14101297;2016;65000;0;1;0;0;2
3837;0;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;23684737;9583440;12;14101297;2016;65000;0;1;0;0;2
3838;98;3.406.410.749;17;21648.72;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
3839;3;6.505.242.696;0;0.0;0.75;0.25;3365514;0;12;0;2000;68000;1;1;0;0;2
3840;0;6.540.334.625;34;173066.67;8.571.428.571.428.570;1.428.571.428.571.420;40688088;22929150;6;17758938;2018;6000000;1;1;0;0;2
3841;0;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;23684737;9583440;12;14101297;2016;65000;0;1;0;0;2
3842;98;3.406.410.749;17;21648.72;7.857.142.857.142.850;2.142.857.142.857.140;2647171;0;12;0;2011;20000;1;1;0;0;2
3843;57;2.985.736.038;80;57600.0;8.035.714.285.714.280;1.964.285.714.285.710;4584806;1990095;12;2594711;2014;110000;0;1;0;0;2
3844;22;39.999.709.299.999.900;173;10212.0;5.892.857.142.857.140;4.107.142.857.142.850;2700351;0;6;0;2015;93700;1;0;1;0;1
3845;0;34.227.248.829.999.900;0;7560.0;7.678.571.428.571.420;2.321.428.571.428.570;27951282;0;12;0;2009;60000;1;1;0;0;2
3846;4;37.486.950.350.000.000;39;7050.0;6.428.571.428.571.420;3.571.428.571.428.570;298883;141641;12;157242;2017;100000;0;0;1;0;1
3847;3;5.183.337.743;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;26879039;10941815;12;15937224;2001;4000000;1;1;0;0;2
3848;4;6.174.473.538;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;11762657;6841591;12;4921066;2004;520000;1;1;0;0;2
3849;7;0.0;0;7700.0;7.678.571.428.571.420;2.321.428.571.428.570;3151055;0;12;0;2013;150000;1;1;0;0;2
3850;13;5.430.809.805;28;18605.3;8.035.714.285.714.280;1.964.285.714.285.710;4287611;1059993;12;3227618;1997;800000;1;1;0;0;2
3851;15;329.208.415;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;12365325;0;12;0;2001;300000;1;1;0;0;2
3852;0;41.091.446.600.000.000;0;0.0;5.714.285.714.285.710;4.285.714.285.714.280;578500;0;12;0;2016;2300;1;0;1;0;1
3853;53;2.648.957.305;8;33420.0;9.107.142.857.142.850;892.857.142.857.142;9139060;3039291;12;6099769;2000;450000;0;0;0;1;0
3854;3;2.994.522.306;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;43191;24338;12;18853;2017;94000;1;0;1;0;1
3855;10;48.970.214.759.999.900;0;0.0;6.785.714.285.714.280;3.214.285.714.285.710;1297543;0;6;0;1999;78800;1;0;1;0;1
3856;178;29.121.225.510.000.000;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;0;0;1;0;2004;300000;1;1;0;0;2
3857;6;25.553.625.620.000.000;0;0.0;7.857.142.857.142.850;2.142.857.142.857.140;0;0;1;0;1989;1800000;1;1;0;0;2
3858;0;0.0;0;0.0;0.75;0.25;0;0;1;0;2010;200000;0;1;0;0;2
3859;4;3.794.353.822;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
3860;4;3.794.353.822;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;11304885;6402872;12;4902013;2013;250000;1;1;0;0;2
3861;13;5.430.809.805;28;18605.3;8.035.714.285.714.280;1.964.285.714.285.710;4287611;1059993;12;3227618;1997;800000;1;1;0;0;2
3862;0;37.523.493.979.999.900;0;0.0;6.785.714.285.714.280;3.214.285.714.285.710;2029069;0;12;0;2020;110000;1;0;1;0;1
3863;23;0.0;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;0;0;1;0;1999;70000;0;1;0;0;2
3864;89;3.054.820.801;14;1600.0;4.821.428.571.428.570;5.178.571.428.571.420;224836;0;9;0;2017;100000;1;0;0;0;1
3865;3;3.533.614.354;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;29538684;10006542;12;19532142;2017;600000;1;1;0;0;2
3866;8;0.0;0;0.0;7.678.571.428.571.420;2.321.428.571.428.570;2324150;2324150;12;0;2013;78800;0;1;0;0;2
3867;24;4.328.727.165;15;49972.04;9.107.142.857.142.850;892.857.142.857.142;10354594;7029899;12;3324695;2012;600000;0;0;0;1;0
3868;0;2.852.080.868;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;0;0;1;0;2010;700000;1;1;0;0;2
3869;45;4.006.444.775;30;78751.34;8.035.714.285.714.280;1.964.285.714.285.710;5010910;0;12;0;1992;100000;1;1;0;0;2
3870;14;5.629.997.187;49;35550.0;9.107.142.857.142.850;892.857.142.857.142;3685546;1283322;12;2402224;2001;200000;1;0;0;1;0
3871;69;5.117.554.369;51;365200.78;6.964.285.714.285.710;3.035.714.285.714.280;15842218;10139079;12;5703139;1994;250000;0;1;0;0;2
3872;4;0.0;0;0.0;6.607.142.857.142.850;3.392.857.142.857.140;1110498;0;12;0;2018;50000;0;0;1;0;1
3873;0;5.081.952.921;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;67143;25150;12;41993;2020;10000;1;0;1;0;1
3874;11;2.777.570.091;33;88113.6;0.75;0.25;8262900;3683111;12;4579789;2004;500000;0;1;0;0;2
3875;62;0.0;0;0.0;5.535.714.285.714.280;4.464.285.714.285.710;4217666;1899182;12;2318484;2009;100000;0;0;1;0;1
3876;9;4.436.293.532;63;335597.76;9.107.142.857.142.850;892.857.142.857.142;31824213;14022530;10;17801683;1998;250000;1;0;0;1;0
3877;59;2.855.251.496;74;305671.92;7.321.428.571.428.570;2.678.571.428.571.420;23332402;11006666;9;12325736;2014;1400000;0;1;0;0;2
3878;149;24.590.085.109.999.900;222;94801.68;8.035.714.285.714.280;1.964.285.714.285.710;11746269;3695790;12;8050479;2011;1425000;1;1;0;0;2
3879;17;5.651.845.254;4;2380.39;4.821.428.571.428.570;5.178.571.428.571.420;1456333;0;12;0;2012;10000;1;0;0;0;1
3880;13;5.430.809.805;28;18605.3;8.035.714.285.714.280;1.964.285.714.285.710;4287611;1059993;12;3227618;1997;800000;1;1;0;0;2
3881;23;0.0;0;0.0;8.214.285.714.285.710;1.785.714.285.714.280;4713667;1187666;12;3526001;1999;70000;0;1;0;0;2
3882;18;44.780.860.450.000.000;121;2405.75;5.892.857.142.857.140;4.107.142.857.142.850;616874;153677;12;463197;2011;700000;1;0;1;0;1
3883;6;46.039.921.729.999.900;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;1682167;0;3;0;2017;100000;1;0;1;0;1
3884;23;1.252.646.928;0;0.0;7.678.571.428.571.420;2.321.428.571.428.570;1650230;924129;8;726101;2004;100000;0;1;0;0;2
3885;7;5.998.675.045;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;1311228;0;12;0;2018;50000;1;0;1;0;1
3886;6;4.354.233.282;65;2163.22;0.75;0.25;1021503;0;7;0;2009;100000;1;1;0;0;2
3887;3;4.380.159.577;6;10644.89;5.892.857.142.857.140;4.107.142.857.142.850;886601;384299;12;502302;2018;0;1;0;1;0;1
3888;29;3.969.189.612;0;28978.33;6.428.571.428.571.420;3.571.428.571.428.570;15541875;4882386;12;10659489;2016;100000;1;0;1;0;1
3889;57;2.985.736.038;80;57600.0;8.035.714.285.714.280;1.964.285.714.285.710;4584806;1990095;12;2594711;2014;110000;0;1;0;0;2
3890;44;3.908.122.132;168;38183.77;8.035.714.285.714.280;1.964.285.714.285.710;76790524;0;12;0;1992;407711;1;1;0;0;2
3891;69;3.554.639.432;26;32824.72;8.571.428.571.428.570;1.428.571.428.571.420;104922327;31508926;12;73413401;2009;150000;1;1;0;0;2
3892;0;0.0;0;0.0;0.75;0.25;6299741;0;12;0;2015;510000;0;1;0;0;2
3893;3;4.418.016.071;21;1839.95;5.357.142.857.142.850;4.642.857.142.857.140;618847;0;12;0;2019;99800;1;0;1;0;1
3894;0;2.439.283.333;236;18000.0;7.857.142.857.142.850;2.142.857.142.857.140;4944974;2946092;12;1998882;2016;300000;1;1;0;0;2
3895;14;523.043.632;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;1388710;0;12;0;2014;200000;0;1;0;0;2
3896;0;4.155.849.085;19;3071.0;6.785.714.285.714.280;3.214.285.714.285.710;261824;0;12;0;2017;150000;1;0;1;0;1
3897;62;48.755.078.119.999.900;0;0.0;4.464.285.714.285.710;5.535.714.285.714.280;559466;0;12;0;2014;104500;0;0;0;0;1
3898;0;5.745.575.613;0;0.0;0.75;2.499.999.999.999.990;174229;64508;12;109721;2017;30000;1;1;0;0;2
3899;0;0.0;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;3805139;0;12;0;1999;40000;0;1;0;0;2
3900;5;0.0;0;0.0;9.107.142.857.142.850;892.857.142.857.142;44587276;10612185;12;33975091;2014;200000;0;0;0;1;0
3901;0;5.031.730.413.000.000;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;1561340;0;5;0;1999;224000;1;1;0;0;2
3902;19;4.016.885.714;10;3240.0;5.535.714.285.714.280;4.464.285.714.285.710;4855324;2708771;12;2146553;2005;500000;0;0;1;0;1
3903;9;36.267.612.590.000.000;33;7682.99;9.107.142.857.142.850;892.857.142.857.142;5150870;2923649;12;2227221;2013;500000;1;0;0;1;0
3904;3;479.719.888;110;48121.99;9.464.285.714.285.710;535.714.285.714.285;1900333;203377;12;1696956;1990;200000;1;0;0;1;0
3905;18;4.448.676.845;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;11075;5538;12;5537;2018;15000;1;0;1;0;1
3906;3;3.224.337.626;26;2972.38;5.892.857.142.857.140;4.107.142.857.142.850;194572;126472;3;68100;2019;350000;1;0;1;0;1
3907;3;3.886.656.781;44;1139321.9;9.107.142.857.142.850;892.857.142.857.142;56615900;15762442;6;40853458;1970;5000000;1;0;0;1;0
3908;16;4.477.519.077;41;70350.0;8.214.285.714.285.710;1.785.714.285.714.280;123571933;42165971;12;81405962;2009;5000000;1;1;0;0;2
3909;14;39.866.372.299.999.900;49;32886.49;6.071.428.571.428.570;3.928.571.428.571.420;0;0;1;0;2007;118000;1;0;1;0;1
3910;7;0.0;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;2383715;0;12;0;2016;400000;0;0;1;0;1
3911;27;5.352.900.394;0;16480.0;8.035.714.285.714.280;1.964.285.714.285.710;4131020;0;6;0;2002;15000;0;1;0;0;2
3912;4;47.164.671.020.000.000;52;102096.22;875;125;442754000;136740000;12;306014000;1988;2737109;0;1;0;0;2
3913;3;5.208.603.774;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
3914;29;6.599.290.191;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;409756;0;5;0;2006;10000;1;0;1;0;1
3915;18;4.116.718.687;29;1624.0;5.892.857.142.857.140;4.107.142.857.142.850;1761067;0;12;0;1995;400000;0;0;1;0;1
3916;35;5.733.283.554.999.990;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;0;0;1;0;1990;550000;0;0;1;0;1
3917;5;50.927.711;54;14228.03;5.357.142.857.142.850;4.642.857.142.857.140;516022;0;12;0;2017;30000;1;0;1;0;1
3918;35;5.733.283.554.999.990;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;0;0;1;0;1990;550000;0;0;1;0;1
3919;5;4.123.162.857;0;20797.0;0.75;2.499.999.999.999.990;1668975;0;12;0;2018;200000;1;1;0;0;2
3920;14;3.798.753.393;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;562998;0;7;0;2008;78800;1;0;1;0;1
3921;0;252.448.306;0;0.0;8.392.857.142.857.140;1.607.142.857.142.850;1818311;896022;12;922289;2003;90000;1;1;0;0;2
3922;3;6.938.146.383;17;9588.93;0.75;0.25;1174947;0;12;0;2008;5000;1;1;0;0;2
3923;96;4.852.968.167;58;1913477.53;6.964.285.714.285.710;3.035.714.285.714.280;96835508;38662962;12;58172546;1972;3000000;1;1;0;0;2
3924;7;23.040.125.890.000.000;50;10159.98;875;125;1882967;695371;12;1187596;1993;90000;0;1;0;0;2
3925;27;5.352.900.394;0;16480.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
3926;23;1.252.646.928;0;0.0;7.678.571.428.571.420;2.321.428.571.428.570;1650230;924129;8;726101;2004;100000;0;1;0;0;2
3927;4;5.367.386.831.000.000;28;6804.0;8.392.857.142.857.140;1.607.142.857.142.850;147166432;0;12;0;2010;833345;0;1;0;0;2
3928;40;6.686.830.926;35;6201.0;6.964.285.714.285.710;3.035.714.285.714.280;969660;0;12;0;2007;40000;0;1;0;0;2
3929;26;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;4371129;1554339;12;2816790;2009;600000;0;1;0;0;2
3930;17;0.0;0;0.0;0.75;0.25;4371129;1554339;12;2816790;2009;600000;0;1;0;0;2
3931;91;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
3932;4;0.0;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;5642255;3688818;3;1953437;2012;625000;0;1;0;0;2
3933;149;290.294.032;46;129534.99;0.75;0.25;9791506;3999137;9;5792369;1989;900000;0;1;0;0;2
3934;20;44.687.686;124;9651.5;4.464.285.714.285.710;5.535.714.285.714.280;362426;161750;12;200676;2016;88000;1;0;0;0;1
3935;68;4.859.188.493;44;154383.77;8.035.714.285.714.280;1.964.285.714.285.710;56461757;22665221;12;33796536;1990;700000;1;1;0;0;2
3936;24;4.692.603.175;27;25200.0;7.678.571.428.571.420;2.321.428.571.428.570;110289198;31087083;12;79202115;1986;3600000;0;1;0;0;2
3937;90;0.0;0;0.0;8.392.857.142.857.140;1.607.142.857.142.850;5641135;2666105;12;2975030;1989;990000;0;1;0;0;2
3938;6;26.429.105.469.999.900;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;1385592;0;12;0;2003;30000;1;0;1;0;1
3939;2;3.087.129.058;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;2775109;1719307;12;1055802;2008;400000;1;1;0;0;2
3940;0;4.160.050.289;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;8757493;3456036;12;5301457;2016;93700;1;1;0;0;2
3941;3;6.329.914.446;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;2147119;0;12;0;2009;40000;1;1;0;0;2
3942;3;572.532.815;0;0.0;9.107.142.857.142.850;892.857.142.857.142;214443412;88115275;12;126328137;1966;300000;1;0;0;1;0
3943;4;41.852.813.850.000.000;42;3465.0;0.75;2.499.999.999.999.990;897133;620902;12;276231;2018;50000;1;1;0;0;2
3944;119;3.294.012.033;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;1163829;0;12;0;2013;10000;0;0;1;0;1
3945;5;4.123.162.857;0;20797.0;0.75;2.499.999.999.999.990;1668975;0;12;0;2018;200000;1;1;0;0;2
3946;103;4.860.960.414;0;0.0;4.464.285.714.285.710;5.535.714.285.714.280;994540;0;11;0;2019;60000;1;0;0;0;1
3947;24;1.403.135.969;0;0.0;8.392.857.142.857.140;1.607.142.857.142.850;28422500;12902989;12;15519511;1998;1000000;0;1;0;0;2
3948;23;5.306.585.034;36;246173.7;8.035.714.285.714.280;1.964.285.714.285.710;7851499;2967881;12;4883618;1999;100000;1;1;0;0;2
3949;0;4.708.778.571;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;1196163;692744;12;503419;1994;500000;1;1;0;0;2
3950;91;0.0;0;0.0;9.107.142.857.142.850;892.857.142.857.142;31707660;8360944;12;23346716;1994;1000000;0;0;0;1;0
3951;4;37.486.950.350.000.000;39;7050.0;6.428.571.428.571.420;3.571.428.571.428.570;298883;141641;12;157242;2017;100000;0;0;1;0;1
3952;14;5.517.117.382;198;5018.0;6.964.285.714.285.710;3.035.714.285.714.280;887981;0;12;0;2009;15000;1;1;0;0;2
3953;36;0.0;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;51458227;23848622;12;27609605;2010;2500000;0;1;0;0;2
3954;3;4.024.820.107;0;2794.4;0.75;0.25;1623285;0;6;0;2019;100000;1;1;0;0;2
3955;3;5.388.092.029;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
3956;4;46.733.657.289.999.900;52;351900.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
3957;91;0.0;0;0.0;9.107.142.857.142.850;892.857.142.857.142;4599750;-21684628;12;26284378;1998;930000;0;0;0;1;0
3958;15;36.924.787.299.999.900;60;111317.29;7.678.571.428.571.420;2.321.428.571.428.570;23996953;13011148;12;10985805;2004;300000;0;1;0;0;2
3959;57;1.877.488.153;0;0.0;5.178.571.428.571.420;4.821.428.571.428.570;1147373;1095075;12;52298;2013;80000;0;0;1;0;1
3960;6;5.578.428.231;10;73970.0;4.285.714.285.714.280;5.714.285.714.285.710;1056809;0;12;0;2017;100000;1;0;0;0;1
3961;26;4.012.288.618;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
3962;43;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;10932757;4207326;12;6725431;1981;200000;0;1;0;0;2
3963;7;6.576.123.953;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;1952666;0;12;0;1996;200000;1;1;0;0;2
3964;4;46.733.657.289.999.900;52;351900.0;6.607.142.857.142.850;3.392.857.142.857.140;4732636;3245357;3;1487279;2010;200000;1;0;1;0;1
3965;4;0.0;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;3309403;0;12;0;1998;10000;0;1;0;0;2
3966;5;33.715.916.939.999.900;46;27978.28;8.392.857.142.857.140;1.607.142.857.142.850;1928234;0;12;0;2008;360000;1;1;0;0;2
3967;35;5.845.285.889;0;164500.0;6.428.571.428.571.420;3.571.428.571.428.570;33454007;11746478;12;21707529;2001;250000;1;0;1;0;1
3968;0;36.902.845.240.000.000;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
3969;23;5.582.246.377.000.000;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;25393099;9494000;12;15899099;1988;1000000;0;1;0;0;2
3970;6;26.429.105.469.999.900;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;1385592;0;12;0;2003;30000;1;0;1;0;1
3971;52;3.882.764.929;0;0.0;5.535.714.285.714.280;4.464.285.714.285.710;3041363;0;7;0;2017;20000;1;0;1;0;1
3972;13;5.430.809.805;28;18605.3;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
3973;13;5.430.809.805;28;18605.3;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
3974;13;5.430.809.805;28;18605.3;8.035.714.285.714.280;1.964.285.714.285.710;4287611;1059993;12;3227618;1997;800000;1;1;0;0;2
3975;3;5.208.603.774;0;0.0;9.107.142.857.142.850;892.857.142.857.142;30646091;9686184;12;20959907;1997;11936479;1;0;0;1;0
3976;20;1.895.995.467;0;0.0;7.857.142.857.142.850;2.142.857.142.857.140;4290172;3738850;12;551322;2017;50000;1;1;0;0;2
3977;3;4.418.016.071;21;1839.95;5.357.142.857.142.850;4.642.857.142.857.140;618847;0;12;0;2019;99800;1;0;1;0;1
